Postal code,Cities,Province,Autonomous Community
44140,Cantavieja,Teruel,Aragón
44141,La Cuba,Teruel,Aragón
44142,La Iglesuela del Cid,Teruel,Aragón
44143,Fortanete,Teruel,Aragón
44144,Villarroya de los Pinares,Teruel,Aragón
44145,Allepuz,Teruel,Aragón
44146,Monteagudo del Castillo,Teruel,Aragón
44147,Cedrillas,Teruel,Aragón
44150,Aliaga,Teruel,Aragón
44155,Ababuj,Teruel,Aragón
44156,Aguilar del Alfambra,Teruel,Aragón
44157,Aliaga,Teruel,Aragón
44158,Aliaga,Teruel,Aragón
44159,Miravete de la Sierra,Teruel,Aragón
44160,Alfambra,Teruel,Aragón
44161,Escorihuela,Teruel,Aragón
44162,Cuevas Labradas,Teruel,Aragón
44163,Perales del Alfambra,Teruel,Aragón
44164,Lidón,Teruel,Aragón
44165,Argente,Teruel,Aragón
44166,Rubielos de la Cérida,Teruel,Aragón
44167,Camañas,Teruel,Aragón
44168,Cañada Vellida,Teruel,Aragón
44169,Cuevas de Almudén,Teruel,Aragón
44190,Teruel,Teruel,Aragón
44191,Camarena de la Sierra,Teruel,Aragón
44192,Teruel,Teruel,Aragón
44193,Corbalán,Teruel,Aragón
44194,Celadas,Teruel,Aragón
44195,Teruel,Teruel,Aragón
44200,Calamocha,Teruel,Aragón
44210,Calamocha,Teruel,Aragón
44211,Calamocha,Teruel,Aragón
44212,Anadón,Teruel,Aragón
44213,Huesa del Común,Teruel,Aragón
44220,Barrachina,Teruel,Aragón
44221,Torrecilla del Rebollar,Teruel,Aragón
44222,Torrecilla del Rebollar,Teruel,Aragón
44223,Villanueva del Rebollar de la Sierra,Teruel,Aragón
44230,Tornos,Teruel,Aragón
44231,Castejón de Tornos,Teruel,Aragón
44232,Bello,Teruel,Aragón
44233,Odón,Teruel,Aragón
44300,Monreal del Campo,Teruel,Aragón
44310,Ródenas,Teruel,Aragón
44311,Villar del Salz,Teruel,Aragón
44313,Ojos Negros,Teruel,Aragón
44314,Blancas,Teruel,Aragón
44315,Pozuel del Campo,Teruel,Aragón
44320,Báguena,Teruel,Aragón
44330,Burbáguena,Teruel,Aragón
44340,Fuentes Claras,Teruel,Aragón
44350,Caminreal,Teruel,Aragón
44357,Bañón,Teruel,Aragón
44358,Cosa,Teruel,Aragón
44359,Caminreal,Teruel,Aragón
44360,Santa Eulalia,Teruel,Aragón
44366,Orihuela del Tremedal,Teruel,Aragón
44367,Bronchales,Teruel,Aragón
44368,Monterde de Albarracín,Teruel,Aragón
44369,Almohaja,Teruel,Aragón
44370,Cella,Teruel,Aragón
44380,Villarquemado,Teruel,Aragón
44381,Torremocha de Jiloca,Teruel,Aragón
44382,Aguatón,Teruel,Aragón
44390,San Martín del Río,Teruel,Aragón
44391,Calamocha,Teruel,Aragón
44392,Calamocha,Teruel,Aragón
44393,Torrijo del Campo,Teruel,Aragón
44394,Bueña,Teruel,Aragón
44395,Alba,Teruel,Aragón
44396,Teruel,Teruel,Aragón
44397,Teruel,Teruel,Aragón
44400,Mora de Rubielos,Teruel,Aragón
44409,Cabra de Mora,Teruel,Aragón
44410,Mosqueruela,Teruel,Aragón
44411,Puertomingalvo,Teruel,Aragón
44412,Linares de Mora,Teruel,Aragón
44413,Valdelinares,Teruel,Aragón
44414,Nogueruelas,Teruel,Aragón
44415,Fuentes de Rubielos,Teruel,Aragón
44420,Manzanera,Teruel,Aragón
44421,Arcos de las Salinas,Teruel,Aragón
44422,Abejuela,Teruel,Aragón
44423,Manzanera,Teruel,Aragón
44424,Albentosa,Teruel,Aragón
44430,Valbona,Teruel,Aragón
44431,Alcalá de la Selva,Teruel,Aragón
44432,Alcalá de la Selva,Teruel,Aragón
44433,Gúdar,Teruel,Aragón
44440,Formiche Alto,Teruel,Aragón
44441,Formiche Alto,Teruel,Aragón
44442,,Teruel,Aragón
44450,La Puebla de Valverde,Teruel,Aragón
44459,Camarena de la Sierra,Teruel,Aragón
44460,Sarrión,Teruel,Aragón
44470,,Teruel,Aragón
44477,Albentosa,Teruel,Aragón
44478,Olba,Teruel,Aragón
44479,Olba,Teruel,Aragón
44480,San Agustín,Teruel,Aragón
44490,Ferreruela de Huerva,Teruel,Aragón
44491,Bádenas,Teruel,Aragón
44492,Allueva,Teruel,Aragón
44493,Loscos,Teruel,Aragón
44494,Villahermosa del Campo,Teruel,Aragón
44495,Calamocha,Teruel,Aragón
44496,Calamocha,Teruel,Aragón
44497,Santa Cruz de Nogueras,Teruel,Aragón
44500,Andorra,Teruel,Aragón
44509,Alloza,Teruel,Aragón
44510,La Puebla de Híjar,Teruel,Aragón
44520,Samper de Calanda,Teruel,Aragón
44530,Híjar,Teruel,Aragón
44540,Albalate del Arzobispo,Teruel,Aragón
44547,Ariño,Teruel,Aragón
44548,Oliete,Teruel,Aragón
44549,Alacón,Teruel,Aragón
44550,Alcorisa,Teruel,Aragón
44555,Pitarque,Teruel,Aragón
44556,Berge,Teruel,Aragón
44557,Crivillén,Teruel,Aragón
44558,Estercuel,Teruel,Aragón
44559,Ejulve,Teruel,Aragón
44560,Castellote,Teruel,Aragón
44561,Seno,Teruel,Aragón
44562,Castellote,Teruel,Aragón
44563,Bordón,Teruel,Aragón
44564,Mas de las Matas,Teruel,Aragón
44565,Castellote,Teruel,Aragón
44566,Aguaviva,Teruel,Aragón
44570,Calanda,Teruel,Aragón
44579,Foz-Calanda,Teruel,Aragón
44580,Valderrobres,Teruel,Aragón
44586,Peñarroya de Tastavins,Teruel,Aragón
44587,Fuentespalda,Teruel,Aragón
44588,Beceite,Teruel,Aragón
44589,La Portellada,Teruel,Aragón
44590,Azaila,Teruel,Aragón
44591,Vinaceite,Teruel,Aragón
44591,Vinaceite,Teruel,Aragón
44592,Castelnou,Teruel,Aragón
44593,Urrea de Gaén,Teruel,Aragón
44594,Valdealgorfa,Teruel,Aragón
44595,Valjunquera,Teruel,Aragón
44596,La Fresneda,Teruel,Aragón
44597,Torre del Compte,Teruel,Aragón
44600,Alcañiz,Teruel,Aragón
44610,Calaceite,Teruel,Aragón
44620,Valdeltormo,Teruel,Aragón
44621,Mazaleón,Teruel,Aragón
44622,Arens de Lledó,Teruel,Aragón
44623,Cretas,Teruel,Aragón
44624,Lledó,Teruel,Aragón
44630,Castelserás,Teruel,Aragón
44640,La Codoñera,Teruel,Aragón
44641,Torrevelilla,Teruel,Aragón
44642,Belmonte de San José,Teruel,Aragón
44643,La Cañada de Verich,Teruel,Aragón
44650,Fórnoles,Teruel,Aragón
44651,La Cerollera,Teruel,Aragón
44652,Monroyo,Teruel,Aragón
44653,Torre de Arcas,Teruel,Aragón
44660,Alcañiz,Teruel,Aragón
44661,Alcañiz,Teruel,Aragón
44700,Montalbán,Teruel,Aragón
44706,Castel de Cabra,Teruel,Aragón
44707,Cañizar del Olivar,Teruel,Aragón
44708,Palomar de Arroyos,Teruel,Aragón
44709,Montalbán,Teruel,Aragón
44710,Rillo,Teruel,Aragón
44711,Fuentes Calientes,Teruel,Aragón
44712,Rillo,Teruel,Aragón
44720,Pancrudo,Teruel,Aragón
44721,Alpeñés,Teruel,Aragón
44730,Martín del Río,Teruel,Aragón
44740,Vivel del Río Martín,Teruel,Aragón
44741,Fuenferrada,Teruel,Aragón
44742,Vivel del Río Martín,Teruel,Aragón
44750,Martín del Río,Teruel,Aragón
44760,Utrillas,Teruel,Aragón
44769,Utrillas,Teruel,Aragón
44770,Escucha,Teruel,Aragón
44779,Escucha,Teruel,Aragón
44780,Muniesa,Teruel,Aragón
44790,Blesa,Teruel,Aragón
44791,Cortes de Aragón,Teruel,Aragón
44792,Alcaine,Teruel,Aragón
44793,Salcedillo,Teruel,Aragón
45001,Toledo,Toledo,Castilla La Mancha
45002,Toledo,Toledo,Castilla La Mancha
45003,Toledo,Toledo,Castilla La Mancha
45004,Toledo,Toledo,Castilla La Mancha
45005,Toledo,Toledo,Castilla La Mancha
45006,Toledo,Toledo,Castilla La Mancha
45007,Toledo,Toledo,Castilla La Mancha
45008,Toledo,Toledo,Castilla La Mancha
45009,,Toledo,Castilla La Mancha
45100,Sonseca,Toledo,Castilla La Mancha
45109,Orgaz,Toledo,Castilla La Mancha
45110,Ajofrín,Toledo,Castilla La Mancha
45111,Cobisa,Toledo,Castilla La Mancha
45112,Burguillos de Toledo,Toledo,Castilla La Mancha
45113,Chueca,Toledo,Castilla La Mancha
45114,Mazarambroz,Toledo,Castilla La Mancha
45120,Menasalbas,Toledo,Castilla La Mancha
45121,Menasalbas,Toledo,Castilla La Mancha
45122,Argés,Toledo,Castilla La Mancha
45123,Layos,Toledo,Castilla La Mancha
45124,Casasbuenas,Toledo,Castilla La Mancha
45125,Pulgar,Toledo,Castilla La Mancha
45126,Cuerva,Toledo,Castilla La Mancha
45127,Las Ventas con Peña Aguilera,Toledo,Castilla La Mancha
45128,Menasalbas,Toledo,Castilla La Mancha
45130,Los Navalucillos,Toledo,Castilla La Mancha
45138,Los Navalucillos,Toledo,Castilla La Mancha
45139,Los Navalucillos,Toledo,Castilla La Mancha
45140,Los Navalmorales,Toledo,Castilla La Mancha
45150,Navahermosa,Toledo,Castilla La Mancha
45159,Hontanar,Toledo,Castilla La Mancha
45160,Guadamur,Toledo,Castilla La Mancha
45161,Polán,Toledo,Castilla La Mancha
45162,Noez,Toledo,Castilla La Mancha
45163,Totanés,Toledo,Castilla La Mancha
45164,Gálvez,Toledo,Castilla La Mancha
45165,San Martín de Montalbán,Toledo,Castilla La Mancha
45170,San Martín de Pusa,Toledo,Castilla La Mancha
45179,Villarejo de Montalbán,Toledo,Castilla La Mancha
45180,Camarena,Toledo,Castilla La Mancha
45181,Camarenilla,Toledo,Castilla La Mancha
45182,Arcicóllar,Toledo,Castilla La Mancha
45183,Las Ventas de Retamosa,Toledo,Castilla La Mancha
45190,Nambroca,Toledo,Castilla La Mancha
45191,Nambroca,Toledo,Castilla La Mancha
45200,Illescas,Toledo,Castilla La Mancha
45210,Yuncos,Toledo,Castilla La Mancha
45211,Recas,Toledo,Castilla La Mancha
45212,Lominchar,Toledo,Castilla La Mancha
45213,Palomeque,Toledo,Castilla La Mancha
45214,Cedillo del Condado,Toledo,Castilla La Mancha
45215,El Viso de San Juan,Toledo,Castilla La Mancha
45216,Carranque,Toledo,Castilla La Mancha
45217,Ugena,Toledo,Castilla La Mancha
45220,Yeles,Toledo,Castilla La Mancha
45221,Esquivias,Toledo,Castilla La Mancha
45222,Borox,Toledo,Castilla La Mancha
45223,Seseña,Toledo,Castilla La Mancha
45224,Seseña,Toledo,Castilla La Mancha
45230,Numancia de la Sagra,Toledo,Castilla La Mancha
45240,Alameda de la Sagra,Toledo,Castilla La Mancha
45250,Añover de Tajo,Toledo,Castilla La Mancha
45260,Villaseca de la Sagra,Toledo,Castilla La Mancha
45270,Mocejón,Toledo,Castilla La Mancha
45280,Olías del Rey,Toledo,Castilla La Mancha
45290,Pantoja,Toledo,Castilla La Mancha
45291,Cobeja,Toledo,Castilla La Mancha
45292,Villaseca de la Sagra,Toledo,Castilla La Mancha
45300,Ocaña,Toledo,Castilla La Mancha
45310,Villatobas,Toledo,Castilla La Mancha
45311,Dosbarrios,Toledo,Castilla La Mancha
45312,Cabañas de Yepes,Toledo,Castilla La Mancha
45313,Yepes,Toledo,Castilla La Mancha
45314,Ciruelos,Toledo,Castilla La Mancha
45340,Ontígola,Toledo,Castilla La Mancha
45350,Noblejas,Toledo,Castilla La Mancha
45360,Villarrubia de Santiago,Toledo,Castilla La Mancha
45370,Santa Cruz de la Zarza,Toledo,Castilla La Mancha
45400,Mora,Toledo,Castilla La Mancha
45410,Villanueva de Bogas,Toledo,Castilla La Mancha
45420,Almonacid de Toledo,Toledo,Castilla La Mancha
45430,Mascaraque,Toledo,Castilla La Mancha
45440,Villaminaya,Toledo,Castilla La Mancha
45450,Orgaz,Toledo,Castilla La Mancha
45460,Manzaneque,Toledo,Castilla La Mancha
45470,Los Yébenes,Toledo,Castilla La Mancha
45479,Marjaliza,Toledo,Castilla La Mancha
45480,Urda,Toledo,Castilla La Mancha
45489,,Toledo,Castilla La Mancha
45490,,Toledo,Castilla La Mancha
45500,Torrijos,Toledo,Castilla La Mancha
45510,Fuensalida,Toledo,Castilla La Mancha
45511,Huecas,Toledo,Castilla La Mancha
45512,Portillo de Toledo,Toledo,Castilla La Mancha
45513,Santa Cruz del Retamar,Toledo,Castilla La Mancha
45514,Quismondo,Toledo,Castilla La Mancha
45515,Maqueda,Toledo,Castilla La Mancha
45516,La Puebla de Montalbán,Toledo,Castilla La Mancha
45517,Escalonilla,Toledo,Castilla La Mancha
45518,Gerindote,Toledo,Castilla La Mancha
45519,Novés,Toledo,Castilla La Mancha
45520,Villaluenga de la Sagra,Toledo,Castilla La Mancha
45521,Burujón,Toledo,Castilla La Mancha
45522,Albarreal de Tajo,Toledo,Castilla La Mancha
45523,Alcabón,Toledo,Castilla La Mancha
45524,Rielves,Toledo,Castilla La Mancha
45525,Barcience,Toledo,Castilla La Mancha
45526,Santo Domingo-Caudilla,Toledo,Castilla La Mancha
45529,Yuncler,Toledo,Castilla La Mancha
45530,Miguel Esteban,Toledo,Castilla La Mancha
45531,Carmena,Toledo,Castilla La Mancha
45532,Carriches,Toledo,Castilla La Mancha
45533,El Carpio de Tajo,Toledo,Castilla La Mancha
45534,La Mata,Toledo,Castilla La Mancha
45540,Erustes,Toledo,Castilla La Mancha
45541,Mesegar de Tajo,Toledo,Castilla La Mancha
45542,El Casar de Escalona,Toledo,Castilla La Mancha
45543,Otero,Toledo,Castilla La Mancha
45544,Domingo Pérez,Toledo,Castilla La Mancha
45560,Oropesa,Toledo,Castilla La Mancha
45567,Lagartera,Toledo,Castilla La Mancha
45568,Las Ventas de San Julián,Toledo,Castilla La Mancha
45569,Oropesa,Toledo,Castilla La Mancha
45570,El Puente del Arzobispo,Toledo,Castilla La Mancha
45571,Alcolea de Tajo,Toledo,Castilla La Mancha
45572,Torrico,Toledo,Castilla La Mancha
45573,Navalmoralejo,Toledo,Castilla La Mancha
45574,La Estrella,Toledo,Castilla La Mancha
45575,Aldeanueva de San Bartolomé,Toledo,Castilla La Mancha
45576,Mohedas de la Jara,Toledo,Castilla La Mancha
45577,Puerto de San Vicente,Toledo,Castilla La Mancha
45578,El Campillo de la Jara,Toledo,Castilla La Mancha
45580,Calzada de Oropesa,Toledo,Castilla La Mancha
45588,Herreruela de Oropesa,Toledo,Castilla La Mancha
45589,Caleruela,Toledo,Castilla La Mancha
45590,Magán,Toledo,Castilla La Mancha
45591,Yunclillos,Toledo,Castilla La Mancha
45592,Cabañas de la Sagra,Toledo,Castilla La Mancha
45593,Bargas,Toledo,Castilla La Mancha
45594,Villamiel de Toledo,Toledo,Castilla La Mancha
45600,Oropesa,Toledo,Castilla La Mancha
45610,Navalcán,Toledo,Castilla La Mancha
45611,Parrillas,Toledo,Castilla La Mancha
45612,Velada,Toledo,Castilla La Mancha
45613,Talavera de la Reina,Toledo,Castilla La Mancha
45614,Talavera de la Reina,Toledo,Castilla La Mancha
45620,Montesclaros,Toledo,Castilla La Mancha
45621,Segurilla,Toledo,Castilla La Mancha
45622,Mejorada,Toledo,Castilla La Mancha
45630,Navamorcuende,Toledo,Castilla La Mancha
45631,Almendral de la Cañada,Toledo,Castilla La Mancha
45632,Sartajada,Toledo,Castilla La Mancha
45633,La Iglesuela,Toledo,Castilla La Mancha
45634,Buenaventura,Toledo,Castilla La Mancha
45635,Sotillo de las Palomas,Toledo,Castilla La Mancha
45636,Marrupe,Toledo,Castilla La Mancha
45637,Cervera de los Montes,Toledo,Castilla La Mancha
45638,Pepino,Toledo,Castilla La Mancha
45640,El Real de San Vicente,Toledo,Castilla La Mancha
45641,Castillo de Bayuela,Toledo,Castilla La Mancha
45642,Cardiel de los Montes,Toledo,Castilla La Mancha
45643,Garciotum,Toledo,Castilla La Mancha
45644,Nuño Gómez,Toledo,Castilla La Mancha
45645,Hinojosa de San Vicente,Toledo,Castilla La Mancha
45646,San Román de los Montes,Toledo,Castilla La Mancha
45650,Espinoso del Rey,Toledo,Castilla La Mancha
45651,Torrecilla de la Jara,Toledo,Castilla La Mancha
45652,Retamoso de la Jara,Toledo,Castilla La Mancha
45653,Santa Ana de Pusa,Toledo,Castilla La Mancha
45654,San Bartolomé de las Abiertas,Toledo,Castilla La Mancha
45660,Belvís de la Jara,Toledo,Castilla La Mancha
45661,Aldeanueva de Barbarroya,Toledo,Castilla La Mancha
45662,Alcaudete de la Jara,Toledo,Castilla La Mancha
45663,Las Herencias,Toledo,Castilla La Mancha
45664,Las Herencias,Toledo,Castilla La Mancha
45670,La Nava de Ricomalillo,Toledo,Castilla La Mancha
45671,Sevilleja de la Jara,Toledo,Castilla La Mancha
45672,Sevilleja de la Jara,Toledo,Castilla La Mancha
45673,Sevilleja de la Jara,Toledo,Castilla La Mancha
45674,Robledo del Mazo,Toledo,Castilla La Mancha
45675,Robledo del Mazo,Toledo,Castilla La Mancha
45676,Robledo del Mazo,Toledo,Castilla La Mancha
45677,Robledo del Mazo,Toledo,Castilla La Mancha
45678,Robledo del Mazo,Toledo,Castilla La Mancha
45680,Cebolla,Toledo,Castilla La Mancha
45681,,Toledo,Castilla La Mancha
45682,Los Cerralbos,Toledo,Castilla La Mancha
45683,Cazalegas,Toledo,Castilla La Mancha
45684,Lucillos,Toledo,Castilla La Mancha
45685,Montearagón,Toledo,Castilla La Mancha
45686,Calera y Chozas,Toledo,Castilla La Mancha
45687,Alcañizo,Toledo,Castilla La Mancha
45690,La Pueblanueva,Toledo,Castilla La Mancha
45691,La Pueblanueva,Toledo,Castilla La Mancha
45692,Malpica de Tajo,Toledo,Castilla La Mancha
45693,Malpica de Tajo,Toledo,Castilla La Mancha
45694,Talavera de la Reina,Toledo,Castilla La Mancha
45695,Calera y Chozas,Toledo,Castilla La Mancha
45700,Consuegra,Toledo,Castilla La Mancha
45710,Madridejos,Toledo,Castilla La Mancha
45720,Camuñas,Toledo,Castilla La Mancha
45730,Villafranca de los Caballeros,Toledo,Castilla La Mancha
45740,Villasequilla,Toledo,Castilla La Mancha
45749,Villamuelas,Toledo,Castilla La Mancha
45750,Cabañas de Yepes,Toledo,Castilla La Mancha
45760,La Guardia,Toledo,Castilla La Mancha
45770,El Romeral,Toledo,Castilla La Mancha
45780,Tembleque,Toledo,Castilla La Mancha
45789,Turleque,Toledo,Castilla La Mancha
45790,Quero,Toledo,Castilla La Mancha
45800,Quintanar de la Orden,Toledo,Castilla La Mancha
45810,Villanueva de Alcardete,Toledo,Castilla La Mancha
45820,El Toboso,Toledo,Castilla La Mancha
45830,Miguel Esteban,Toledo,Castilla La Mancha
45840,La Puebla de Almoradiel,Toledo,Castilla La Mancha
45850,La Villa de Don Fadrique,Toledo,Castilla La Mancha
45860,Villacañas,Toledo,Castilla La Mancha
45870,Lillo,Toledo,Castilla La Mancha
45880,Corral de Almaguer,Toledo,Castilla La Mancha
45890,Cabezamesada,Toledo,Castilla La Mancha
45900,Almorox,Toledo,Castilla La Mancha
45908,Aldea en Cabo,Toledo,Castilla La Mancha
45909,Santa Cruz del Retamar,Toledo,Castilla La Mancha
45910,Escalona,Toledo,Castilla La Mancha
45917,Nombela,Toledo,Castilla La Mancha
45918,Pelahustán,Toledo,Castilla La Mancha
45919,Hormigos,Toledo,Castilla La Mancha
45920,La Torre de Esteban Hambrán,Toledo,Castilla La Mancha
45930,Méntrida,Toledo,Castilla La Mancha
45940,Valmojado,Toledo,Castilla La Mancha
45950,Casarrubios del Monte,Toledo,Castilla La Mancha
45960,Chozas de Canales,Toledo,Castilla La Mancha
46001,Valencia,Valencia,Comunidad Valenciana
46002,Valencia,Valencia,Comunidad Valenciana
46003,Valencia,Valencia,Comunidad Valenciana
46004,Valencia,Valencia,Comunidad Valenciana
46005,Valencia,Valencia,Comunidad Valenciana
46006,Valencia,Valencia,Comunidad Valenciana
46007,Valencia,Valencia,Comunidad Valenciana
46008,Valencia,Valencia,Comunidad Valenciana
46009,Valencia,Valencia,Comunidad Valenciana
46010,Valencia,Valencia,Comunidad Valenciana
46011,Valencia,Valencia,Comunidad Valenciana
46012,Valencia,Valencia,Comunidad Valenciana
46013,Valencia,Valencia,Comunidad Valenciana
46014,Valencia,Valencia,Comunidad Valenciana
46015,Valencia,Valencia,Comunidad Valenciana
46016,Valencia,Valencia,Comunidad Valenciana
46017,Valencia,Valencia,Comunidad Valenciana
46018,Valencia,Valencia,Comunidad Valenciana
46019,Valencia,Valencia,Comunidad Valenciana
46020,Valencia,Valencia,Comunidad Valenciana
46021,Valencia,Valencia,Comunidad Valenciana
46022,Valencia,Valencia,Comunidad Valenciana
46023,Valencia,Valencia,Comunidad Valenciana
46024,Valencia,Valencia,Comunidad Valenciana
46025,Valencia,Valencia,Comunidad Valenciana
46026,Valencia,Valencia,Comunidad Valenciana
46035,Valencia,Valencia,Comunidad Valenciana
46100,Burjassot,Valencia,Comunidad Valenciana
46110,Godella,Valencia,Comunidad Valenciana
46111,Rocafort,Valencia,Comunidad Valenciana
46112,València,Valencia,Comunidad Valenciana
46113,Moncada,Valencia,Comunidad Valenciana
46114,Vinalesa,Valencia,Comunidad Valenciana
46115,Alfara del Patriarca,Valencia,Comunidad Valenciana
46116,,Valencia,Comunidad Valenciana
46117,Bétera,Valencia,Comunidad Valenciana
46118,Serra,Valencia,Comunidad Valenciana
46119,Náquera,Valencia,Comunidad Valenciana
46120,Alboraya,Valencia,Comunidad Valenciana
46127,Bétera,Valencia,Comunidad Valenciana
46128,Alboraya,Valencia,Comunidad Valenciana
46130,Massamagrell,Valencia,Comunidad Valenciana
46131,Bonrepòs i Mirambell,Valencia,Comunidad Valenciana
46132,Almàssera,Valencia,Comunidad Valenciana
46133,Meliana,Valencia,Comunidad Valenciana
46134,Foios,Valencia,Comunidad Valenciana
46135,Albalat dels Sorells,Valencia,Comunidad Valenciana
46136,Museros,Valencia,Comunidad Valenciana
46137,la Pobla de Farnals,Valencia,Comunidad Valenciana
46138,Rafelbunyol,Valencia,Comunidad Valenciana
46139,la Pobla de Farnals,Valencia,Comunidad Valenciana
46140,Ademuz,Valencia,Comunidad Valenciana
46141,Castielfabib,Valencia,Comunidad Valenciana
46142,,Valencia,Comunidad Valenciana
46143,Torrebaja,Valencia,Comunidad Valenciana
46144,,Valencia,Comunidad Valenciana
46145,Vallanca,Valencia,Comunidad Valenciana
46146,Casas Bajas,Valencia,Comunidad Valenciana
46147,Casas Altas,Valencia,Comunidad Valenciana
46148,Algimia de Alfara,Valencia,Comunidad Valenciana
46149,Gilet,Valencia,Comunidad Valenciana
46150,,Valencia,Comunidad Valenciana
46160,Llíria,Valencia,Comunidad Valenciana
46162,Higueruelas,Valencia,Comunidad Valenciana
46163,Marines,Valencia,Comunidad Valenciana
46164,Pedralba,Valencia,Comunidad Valenciana
46165,Bugarra,Valencia,Comunidad Valenciana
46166,Gestalgar,Valencia,Comunidad Valenciana
46167,Chulilla,Valencia,Comunidad Valenciana
46168,Sot de Chera,Valencia,Comunidad Valenciana
46169,Olocau,Valencia,Comunidad Valenciana
46170,Andilla,Valencia,Comunidad Valenciana
46171,Casinos,Valencia,Comunidad Valenciana
46172,Alcublas,Valencia,Comunidad Valenciana
46173,Benagéber,Valencia,Comunidad Valenciana
46174,Domeño,Valencia,Comunidad Valenciana
46175,Calles,Valencia,Comunidad Valenciana
46176,Chelva,Valencia,Comunidad Valenciana
46177,Tuéjar,Valencia,Comunidad Valenciana
46178,Alpuente,Valencia,Comunidad Valenciana
46179,Aras de los Olmos,Valencia,Comunidad Valenciana
46180,Benaguasil,Valencia,Comunidad Valenciana
46181,Benissanó,Valencia,Comunidad Valenciana
46182,Paterna,Valencia,Comunidad Valenciana
46183,l'Eliana,Valencia,Comunidad Valenciana
46184,San Antonio de Benagéber,Valencia,Comunidad Valenciana
46185,la Pobla de Vallbona,Valencia,Comunidad Valenciana
46190,Riba-roja de Túria,Valencia,Comunidad Valenciana
46191,Vilamarxant,Valencia,Comunidad Valenciana
46192,Montserrat,Valencia,Comunidad Valenciana
46193,Montroi/Montroy,Valencia,Comunidad Valenciana
46194,Real,Valencia,Comunidad Valenciana
46195,Llombai,Valencia,Comunidad Valenciana
46196,Catadau,Valencia,Comunidad Valenciana
46197,Alfarp,Valencia,Comunidad Valenciana
46198,Dos Aguas,Valencia,Comunidad Valenciana
46199,Cortes de Pallás,Valencia,Comunidad Valenciana
46200,Paiporta,Valencia,Comunidad Valenciana
46210,Picanya,Valencia,Comunidad Valenciana
46220,Alcàsser,Valencia,Comunidad Valenciana
46225,,Valencia,Comunidad Valenciana
46229,,Valencia,Comunidad Valenciana
46230,Alginet,Valencia,Comunidad Valenciana
46240,Carlet,Valencia,Comunidad Valenciana
46249,,Valencia,Comunidad Valenciana
46250,l'Alcúdia,Valencia,Comunidad Valenciana
46260,Alberic,Valencia,Comunidad Valenciana
46266,Antella,Valencia,Comunidad Valenciana
46267,Gavarda,Valencia,Comunidad Valenciana
46268,Alzira,Valencia,Comunidad Valenciana
46269,Tous,Valencia,Comunidad Valenciana
46270,Villanueva de Castellón,Valencia,Comunidad Valenciana
46290,Alcàsser,Valencia,Comunidad Valenciana
46291,Benimodo,Valencia,Comunidad Valenciana
46292,Massalavés,Valencia,Comunidad Valenciana
46293,Alcàntera de Xúquer,Valencia,Comunidad Valenciana
46294,Càrcer,Valencia,Comunidad Valenciana
46295,Sellent,Valencia,Comunidad Valenciana
46300,Utiel,Valencia,Comunidad Valenciana
46310,Venta del Moro,Valencia,Comunidad Valenciana
46311,Venta del Moro,Valencia,Comunidad Valenciana
46312,Utiel,Valencia,Comunidad Valenciana
46313,Utiel,Valencia,Comunidad Valenciana
46314,Fuenterrobles,Valencia,Comunidad Valenciana
46315,Caudete de las Fuentes,Valencia,Comunidad Valenciana
46317,Villargordo del Cabriel,Valencia,Comunidad Valenciana
46320,Sinarcas,Valencia,Comunidad Valenciana
46321,Utiel,Valencia,Comunidad Valenciana
46330,Camporrobles,Valencia,Comunidad Valenciana
46339,,Valencia,Comunidad Valenciana
46340,Requena,Valencia,Comunidad Valenciana
46350,Chera,Valencia,Comunidad Valenciana
46351,Chelva,Valencia,Comunidad Valenciana
46352,Requena,Valencia,Comunidad Valenciana
46353,Requena,Valencia,Comunidad Valenciana
46354,Requena,Valencia,Comunidad Valenciana
46355,Requena,Valencia,Comunidad Valenciana
46356,Requena,Valencia,Comunidad Valenciana
46357,Requena,Valencia,Comunidad Valenciana
46360,Buñol,Valencia,Comunidad Valenciana
46367,Yátova,Valencia,Comunidad Valenciana
46368,Macastre,Valencia,Comunidad Valenciana
46369,Alborache,Valencia,Comunidad Valenciana
46370,Chiva,Valencia,Comunidad Valenciana
46380,Cheste,Valencia,Comunidad Valenciana
46388,Godelleta,Valencia,Comunidad Valenciana
46389,Turís,Valencia,Comunidad Valenciana
46390,Requena,Valencia,Comunidad Valenciana
46391,Requena,Valencia,Comunidad Valenciana
46392,Siete Aguas,Valencia,Comunidad Valenciana
46393,Loriguilla,Valencia,Comunidad Valenciana
46394,,Valencia,Comunidad Valenciana
46400,Cullera,Valencia,Comunidad Valenciana
46408,Cullera,Valencia,Comunidad Valenciana
46409,Cullera,Valencia,Comunidad Valenciana
46410,Sueca,Valencia,Comunidad Valenciana
46417,Riola,Valencia,Comunidad Valenciana
46418,Fortaleny,Valencia,Comunidad Valenciana
46419,Sueca,Valencia,Comunidad Valenciana
46420,Sueca,Valencia,Comunidad Valenciana
46430,Sollana,Valencia,Comunidad Valenciana
46439,Sollana,Valencia,Comunidad Valenciana
46440,Almussafes,Valencia,Comunidad Valenciana
46450,Benifaió,Valencia,Comunidad Valenciana
46460,Silla,Valencia,Comunidad Valenciana
46469,Beniparrell,Valencia,Comunidad Valenciana
46470,Albal,Valencia,Comunidad Valenciana
